cateblanchett.gift;0,88
cateblanchett.how;0,88
cateblanchett.another;0,86
cateblanchett.blanchettheart;0,86
cateblanchett.love;0,8
cateblanchett.greg;0,79
cateblanchett.williams;0,79
cateblanchett.askyfullofcate;0,32
cateblanchett.that;0,32
